miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-24-1	hg38:chr9:95086025-95086047:+	11	5.608476	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086025-95086048:+	3	1.529584	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086025-95086049:+	4	2.039446	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086026-95086047:+	4	2.039446	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086026-95086048:+	16	8.157784	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086026-95086049:+	22	11.216953	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086027-95086049:+	2	1.019723	N	mature,MIMAT0000079
hsa-mir-24-1	hg38:chr9:95086063-95086084:+	6	3.059169	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086063-95086085:+	2	1.019723	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086063-95086086:+	7	3.569030	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086083:+	1	0.509861	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086084:+	30	15.295845	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086085:+	72	36.710027	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086086:+	849	432.872402	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086087:+	6	3.059169	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086088:+	3	1.529584	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086065-95086086:+	12	6.118338	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086087:+	3	1.529584	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086088:+	4	2.039446	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086067-95086085:+	1	0.509861	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836288-13836309:-	2	1.019723	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836288-13836310:-	1	0.509861	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836288-13836311:-	8	4.078892	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836310:-	19	9.687368	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836311:-	811	413.497665	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836312:-	3	1.529584	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836290-13836311:-	66	33.650858	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836290-13836312:-	1	0.509861	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836311:-	43	21.924044	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836312:-	1	0.509861	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836313:-	1	0.509861	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836292-13836311:-	2	1.019723	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836325-13836347:-	1	0.509861	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836325-13836348:-	3	1.529584	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836325-13836349:-	23	11.726814	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836326-13836348:-	4	2.039446	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836326-13836349:-	40	20.394459	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836327-13836349:-	54	27.532520	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836328-13836349:-	10	5.098615	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836328-13836350:-	1	0.509861	N	mature,MIMAT0004497
hsa-mir-25	hg38:chr7:100093569-100093593:-	1	0.509861	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093570-100093593:-	4	2.039446	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093592:-	32	16.315568	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093593:-	7559	3854.042972	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093572-100093592:-	2	1.019723	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093572-100093593:-	202	102.992020	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093573-100093593:-	4	2.039446	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093574-100093593:-	1	0.509861	N	mature,MIMAT0000081
hsa-mir-26a-1	hg38:chr3:37969413-37969432:+	5	2.549307	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969433:+	81	41.298780	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969434:+	74	37.729750	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969435:+	748	381.376391	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969436:+	13	6.628199	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969437:+	109	55.574902	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969414-37969437:+	3	1.529584	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969418-37969434:+	2	1.019723	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969418-37969435:+	24	12.236676	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969418-37969436:+	1	0.509861	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969418-37969437:+	8	4.078892	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969452-37969474:+	4	2.039446	N	mature,MIMAT0004499
hsa-mir-26a-1	hg38:chr3:37969453-37969474:+	1	0.509861	N	mature,MIMAT0004499
hsa-mir-26a-2	hg38:chr12:57824620-57824642:-	7	3.569030	N	mature,MIMAT0004681
hsa-mir-26a-2	hg38:chr12:57824654-57824680:-	1	0.509861	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824655-57824680:-	1	0.509861	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824675:-	5	2.549307	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824677:-	1	0.509861	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824679:-	3	1.529584	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824680:-	109	55.574902	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824657-57824680:-	18	9.177507	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824675:-	35	17.845152	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824679:-	1	0.509861	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824680:-	768	391.573621	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824681:-	1	0.509861	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824659-57824675:-	3	1.529584	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824659-57824680:-	76	38.749473	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824660-57824680:-	87	44.357949	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824661-57824680:-	2	1.019723	N	mature,MIMAT0000082
hsa-mir-26b	hg38:chr2:218402636-218402657:+	1	0.509861	N	precursor
hsa-mir-26b	hg38:chr2:218402657-218402677:+	14	7.138061	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402678:+	70	35.690304	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402679:+	920	469.072567	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402680:+	51	26.002936	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402681:+	2	1.019723	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402662-218402678:+	2	1.019723	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402662-218402679:+	14	7.138061	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402662-218402680:+	4	2.039446	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402691-218402713:+	1	0.509861	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402713:+	19	9.687368	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402714:+	15	7.647922	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402715:+	1	0.509861	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402693-218402713:+	1	0.509861	N	mature,MIMAT0004500
hsa-mir-27a	hg38:chr19:13836446-13836468:-	8	4.078892	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836447-13836468:-	784	399.731405	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836447-13836469:-	1	0.509861	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836448-13836468:-	177	90.245483	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836448-13836470:-	1	0.509861	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836449-13836468:-	5	2.549307	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836486-13836509:-	1	0.509861	N	mature,MIMAT0004501
hsa-mir-27a	hg38:chr19:13836487-13836508:-	2	1.019723	N	mature,MIMAT0004501
hsa-mir-27a	hg38:chr19:13836487-13836509:-	20	10.197230	N	mature,MIMAT0004501
hsa-mir-27a	hg38:chr19:13836488-13836509:-	3	1.529584	N	mature,MIMAT0004501
hsa-mir-27b	hg38:chr9:95085440-95085463:+	2	1.019723	N	precursor
hsa-mir-27b	hg38:chr9:95085462-95085485:+	10	5.098615	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085483:+	2	1.019723	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085484:+	1	0.509861	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085485:+	37	18.864875	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085486:+	10	5.098615	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085487:+	12	6.118338	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085488:+	1	0.509861	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085464-95085485:+	1	0.509861	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085464-95085486:+	1	0.509861	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085504-95085524:+	1	0.509861	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085525:+	2	1.019723	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085526:+	35	17.845152	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085527:+	10	5.098615	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085524:+	1	0.509861	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085525:+	77	39.259334	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085526:+	941	479.779658	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085527:+	399	203.434733	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085528:+	1	0.509861	N	mature,MIMAT0000419
hsa-mir-28	hg38:chr3:188688793-188688815:+	2	1.019723	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688793-188688816:+	1	0.509861	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688815:+	51	26.002936	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688816:+	57	29.062105	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688817:+	1	0.509861	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688795-188688816:+	2	1.019723	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688796-188688816:+	3	1.529584	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688833-188688855:+	5	2.549307	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688833-188688856:+	1	0.509861	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688854:+	4	2.039446	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688855:+	563	287.052017	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688856:+	5141	2621.197899	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688857:+	676	344.666364	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688856:+	48	24.473351	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688857:+	287	146.330246	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688856:+	3	1.529584	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688857:+	34	17.335291	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688858:+	1	0.509861	N	mature,MIMAT0004502
hsa-mir-296	hg38:chr20:58817628-58817648:-	1	0.509861	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817660-58817682:-	1	0.509861	N	mature,MIMAT0000690
hsa-mir-296	hg38:chr20:58817661-58817681:-	1	0.509861	N	mature,MIMAT0000690
hsa-mir-296	hg38:chr20:58817661-58817682:-	1	0.509861	N	mature,MIMAT0000690
hsa-mir-299	hg38:chr14:101023799-101023820:+	2	1.019723	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023799-101023821:+	5	2.549307	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023800-101023821:+	5	2.549307	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023800-101023822:+	2	1.019723	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023802-101023822:+	1	0.509861	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023832-101023853:+	1	0.509861	N	mature,MIMAT0000687
hsa-mir-299	hg38:chr14:101023832-101023854:+	1	0.509861	N	mature,MIMAT0000687
hsa-mir-29a	hg38:chr7:130876747-130876770:-	128	65.262270	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876747-130876771:-	1	0.509861	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876768:-	2	1.019723	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876770:-	1290	657.721317	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876771:-	85	43.338226	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876770:-	2778	1416.395208	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876771:-	1401	714.315942	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876770:-	77	39.259334	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876771:-	123	62.712963	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876770:-	9	4.588753	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876771:-	8	4.078892	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876752-130876771:-	2	1.019723	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876753-130876770:-	1	0.509861	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876786-130876808:-	4	2.039446	N	mature,MIMAT0004503
hsa-mir-29b-1	hg38:chr7:130877467-130877488:-	17	8.667645	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877490:-	508	259.009635	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877488:-	1	0.509861	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877490:-	44	22.433905	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877491:-	10	5.098615	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877490:-	51	26.002936	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877491:-	84	42.828365	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877490:-	10	5.098615	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877491:-	29	14.785983	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877490:-	2	1.019723	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877491:-	2	1.019723	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877507-130877530:-	2	1.019723	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877507-130877531:-	4	2.039446	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877530:-	1	0.509861	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877531:-	1	0.509861	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877510-130877531:-	1	0.509861	N	mature,MIMAT0004514
hsa-mir-29b-2	hg38:chr1:207802450-207802471:-	31	15.805706	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802473:-	474	241.674344	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802471:-	1	0.509861	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802473:-	46	23.453628	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802474:-	9	4.588753	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802473:-	54	27.532520	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802474:-	95	48.436841	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802473:-	9	4.588753	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802474:-	27	13.766260	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802473:-	2	1.019723	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802490-207802514:-	8	4.078892	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802513:-	2	1.019723	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802514:-	87	44.357949	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802515:-	3	1.529584	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802513:-	1	0.509861	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802514:-	47	23.963490	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802515:-	6	3.059169	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802493-207802514:-	2	1.019723	N	mature,MIMAT0004515
hsa-mir-29c	hg38:chr1:207801864-207801887:-	20	10.197230	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801885:-	1	0.509861	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801887:-	606	308.976060	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801888:-	1	0.509861	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801887:-	1267	645.994503	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801888:-	17	8.667645	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801867-207801887:-	72	36.710027	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801868-207801887:-	20	10.197230	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801899-207801921:-	1	0.509861	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801921:-	1	0.509861	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801922:-	1	0.509861	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801923:-	18	9.177507	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801924:-	3	1.529584	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801921:-	2	1.019723	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801923:-	50	25.493074	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801924:-	11	5.608476	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801925:-	3	1.529584	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801923:-	1	0.509861	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801924:-	13	6.628199	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801925:-	1	0.509861	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801924:-	7	3.569030	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801925:-	14	7.138061	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801904-207801924:-	4	2.039446	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801904-207801925:-	17	8.667645	N	mature,MIMAT0004673
hsa-mir-301a	hg38:chr17:59151147-59151172:-	2	1.019723	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151148-59151171:-	1	0.509861	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151149-59151170:-	2	1.019723	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151149-59151171:-	3	1.529584	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151149-59151172:-	7	3.569030	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151150-59151172:-	8	4.078892	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151187-59151209:-	8	4.078892	N	mature,MIMAT0022696
hsa-mir-301a	hg38:chr17:59151188-59151209:-	4	2.039446	N	mature,MIMAT0022696
hsa-mir-301a	hg38:chr17:59151189-59151209:-	1	0.509861	N	mature,MIMAT0022696
hsa-mir-301b	hg38:chr22:21653026-21653048:+	1	0.509861	N	mature,MIMAT0004958
hsa-mir-3064	hg38:chr17:64500777-64500799:-	1	0.509861	N	mature,MIMAT0019865
hsa-mir-3064	hg38:chr17:64500778-64500799:-	1	0.509861	N	mature,MIMAT0019865
hsa-mir-3065	hg38:chr17:81125886-81125908:+	2	1.019723	N	mature,MIMAT0015066
hsa-mir-3065	hg38:chr17:81125890-81125909:+	1	0.509861	N	mature,MIMAT0015066
hsa-mir-3065	hg38:chr17:81125926-81125947:+	2	1.019723	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125948:+	12	6.118338	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125949:+	4	2.039446	N	mature,MIMAT0015378
hsa-mir-3074	hg38:chr9:95086062-95086084:-	9	4.588753	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086063-95086084:-	1	0.509861	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086063-95086085:-	1	0.509861	N	mature,MIMAT0019208
hsa-mir-30a	hg38:chr6:71403552-71403575:-	3	1.529584	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403574:-	9	4.588753	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403575:-	397	202.415010	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403576:-	152	77.498946	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403574:-	41	20.904321	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403575:-	877	447.148523	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403576:-	6896	3516.004807	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403577:-	1	0.509861	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403574:-	6	3.059169	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403575:-	258	131.544263	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403576:-	3472	1770.239079	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403577:-	5	2.549307	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403575:-	2	1.019723	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403576:-	114	58.124209	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403575:-	2	1.019723	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403576:-	18	9.177507	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403589-71403612:-	1	0.509861	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403591-71403617:-	1	0.509861	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403615:-	6	3.059169	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403616:-	4	2.039446	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403617:-	6	3.059169	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403615:-	7	3.569030	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403616:-	370	188.648750	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403617:-	12608	6428.333615	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403615:-	3	1.529584	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403616:-	233	118.797726	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403617:-	43192	22021.937300	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403618:-	1	0.509861	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403612:-	1	0.509861	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403616:-	160	81.577838	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403617:-	96407	49154.216274	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403618:-	1	0.509861	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403596-71403617:-	1378	702.589128	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403597-71403617:-	121	61.693240	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403598-71403617:-	24	12.236676	N	mature,MIMAT0000087
hsa-mir-30b	hg38:chr8:134800531-134800553:-	1	0.509861	N	mature,MIMAT0004589
hsa-mir-30b	hg38:chr8:134800568-134800592:-	1	0.509861	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800569-134800592:-	2	1.019723	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800570-134800592:-	613	312.545091	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800570-134800593:-	1	0.509861	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800571-134800592:-	81	41.298780	N	mature,MIMAT0000420
